Ano,IdRegion,IdServicio,IdComuna,IdEstablecimiento,servicio_salud_master,comuna_master,establecimiento_master,tipo_establecimiento_master,dependencia_master,estado_funcionamiento_master,codigo_madre_master,50_54 | Mes 6,50_54 | Mes 12,50_54 | Diferencia,55_59 | Mes 6,55_59 | Mes 12,55_59 | Diferencia,60_64 | Mes 6,60_64 | Mes 12,60_64 | Diferencia,65_69 | Mes 6,65_69 | Mes 12,65_69 | Diferencia,numerador_mujeres_50_69 | Mes 6,numerador_mujeres_50_69 | Mes 12,numerador_mujeres_50_69 | Diferencia,Total mes 6,Total mes 12,Diferencia,Variacion %,Alerta
2025,13,13,13105,200962,Servicio de Salud Metropolitano Sur,El Bosque,Centro Comunitario de Salud Familiar Los Sauces,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,113312,42,43,1,60,57,-3,54,49,-5,17,31,14,173,180,7,173,180,7,4.05,Aumento esperado
2025,13,13,13105,113329,Servicio de Salud Metropolitano Sur,El Bosque,Centro de Salud Familiar Canciller Orlando Letelier,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,245,329,84,187,342,155,185,289,104,123,187,64,740,1147,407,740,1147,407,55.0,Aumento esperado
2025,13,13,13105,113314,Servicio de Salud Metropolitano Sur,El Bosque,Centro de Salud Familiar Cóndores de Chile,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,468,581,113,538,670,132,471,584,113,164,256,92,1641,2091,450,1641,2091,450,27.42,Aumento esperado
2025,13,13,13105,113312,Servicio de Salud Metropolitano Sur,El Bosque,Centro de Salud Familiar Dr. Carlos Lorca Tobar,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,390,373,-17,428,371,-57,393,406,13,172,179,7,1383,1329,-54,1383,1329,-54,-3.9,Baja de mes 6 a mes 12
2025,13,13,13105,113323,Servicio de Salud Metropolitano Sur,El Bosque,Centro de Salud Familiar Dr. Mario Salcedo,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,248,271,23,250,277,27,346,395,49,229,268,39,1073,1211,138,1073,1211,138,12.86,Aumento esperado
2025,13,13,13105,113324,Servicio de Salud Metropolitano Sur,El Bosque,Centro de Salud Familiar Dra. Haydeé López Casoou,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,390,414,24,326,369,43,272,313,41,155,158,3,1143,1254,111,1143,1254,111,9.71,Aumento esperado
2025,13,13,13105,113317,Servicio de Salud Metropolitano Sur,El Bosque,Centro de Salud Familiar Santa Laura,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,572,677,105,548,703,155,607,735,128,263,323,60,1990,2438,448,1990,2438,448,22.51,Aumento esperado
2025,13,13,13109,113326,Servicio de Salud Metropolitano Sur,La Cisterna,Centro de Salud Familiar Eduardo Frei Montalva,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,485,647,162,511,657,146,537,694,157,309,402,93,1842,2400,558,1842,2400,558,30.29,Aumento esperado
2025,13,13,13109,113311,Servicio de Salud Metropolitano Sur,La Cisterna,Centro de Salud Familiar Santa Anselma,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,568,656,88,545,680,135,565,670,105,392,470,78,2070,2476,406,2070,2476,406,19.61,Aumento esperado
2025,13,13,13116,113308,Servicio de Salud Metropolitano Sur,Lo Espejo,Centro de Salud Familiar Clara Estrella,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,100,130,30,87,159,72,120,212,92,44,127,83,351,628,277,351,628,277,78.92,Aumento esperado
2025,13,13,13116,113310,Servicio de Salud Metropolitano Sur,Lo Espejo,Centro de Salud Familiar Dra. Mariela Salgado Zepeda,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,183,192,9,197,203,6,273,303,30,153,171,18,806,869,63,806,869,63,7.82,Aumento esperado
2025,13,13,13116,113309,Servicio de Salud Metropolitano Sur,Lo Espejo,Centro de Salud Familiar Julio Acuña Pinzón,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,367,340,-27,312,284,-28,328,302,-26,142,144,2,1149,1070,-79,1149,1070,-79,-6.88,Baja de mes 6 a mes 12
2025,13,13,13116,113396,Servicio de Salud Metropolitano Sur,Lo Espejo,Centro de Salud Familiar Pueblo Lo Espejo,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,411,431,20,347,402,55,289,326,37,101,125,24,1148,1284,136,1148,1284,136,11.85,Aumento esperado
2025,13,13,13404,113318,Servicio de Salud Metropolitano Sur,Paine,Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine),Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,752,759,7,681,709,28,616,610,-6,260,302,42,2309,2380,71,2309,2380,71,3.07,Aumento esperado
2025,13,13,13404,113319,Servicio de Salud Metropolitano Sur,Paine,Centro de Salud Familiar Dr. Raúl Moya,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,247,276,29,256,286,30,259,306,47,121,182,61,883,1050,167,883,1050,167,18.91,Aumento esperado
2025,13,13,13404,113411,Servicio de Salud Metropolitano Sur,Paine,Posta de Salud Rural Abrantes,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,47,58,11,47,55,8,48,49,1,27,20,-7,169,182,13,169,182,13,7.69,Aumento esperado
2025,13,13,13404,113412,Servicio de Salud Metropolitano Sur,Paine,Posta de Salud Rural Chada,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,38,53,15,52,58,6,37,52,15,20,19,-1,147,182,35,147,182,35,23.81,Aumento esperado
2025,13,13,13404,113409,Servicio de Salud Metropolitano Sur,Paine,Posta de Salud Rural Huelquén,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,76,151,75,101,191,90,66,152,86,36,68,32,279,562,283,279,562,283,101.43,Aumento esperado
2025,13,13,13404,113408,Servicio de Salud Metropolitano Sur,Paine,Posta de Salud Rural Pintué,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,69,73,4,62,99,37,52,78,26,32,73,41,215,323,108,215,323,108,50.23,Aumento esperado
2025,13,13,13404,113410,Servicio de Salud Metropolitano Sur,Paine,Posta de Salud Rural Rangue,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,25,35,10,34,46,12,18,34,16,28,31,3,105,146,41,105,146,41,39.05,Aumento esperado
2025,13,13,13121,113303,Servicio de Salud Metropolitano Sur,Pedro Aguirre Cerda,Centro de Salud Familiar Amador Neghme,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,346,402,56,398,406,8,496,531,35,249,261,12,1489,1600,111,1489,1600,111,7.45,Aumento esperado
2025,13,13,13121,113331,Servicio de Salud Metropolitano Sur,Pedro Aguirre Cerda,Centro de Salud Familiar Edgardo Enríquez Fröedden,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,363,307,-56,396,358,-38,457,464,7,252,270,18,1468,1399,-69,1468,1399,-69,-4.7,Baja de mes 6 a mes 12
2025,13,13,13121,111303,Servicio de Salud Metropolitano Sur,Pedro Aguirre Cerda,Centro de Salud Familiar Lo Valledor Norte,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,352,302,-50,338,276,-62,403,335,-68,267,218,-49,1360,1131,-229,1360,1131,-229,-16.84,Baja de mes 6 a mes 12
2025,13,13,13121,113306,Servicio de Salud Metropolitano Sur,Pedro Aguirre Cerda,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,330,327,-3,387,376,-11,466,444,-22,197,174,-23,1380,1321,-59,1380,1321,-59,-4.28,Baja de mes 6 a mes 12
2025,13,13,13401,113713,Servicio de Salud Metropolitano Sur,San Bernardo,Centro Comunitario de Salud Familiar Ribera del Maipo,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,113328,42,42,0,35,37,2,22,26,4,15,17,2,114,122,8,114,122,8,7.02,Aumento esperado
2025,13,13,13401,113316,Servicio de Salud Metropolitano Sur,San Bernardo,Centro de Salud Familiar Carol Urzúa,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,370,348,-22,388,359,-29,379,372,-7,142,151,9,1279,1230,-49,1279,1230,-49,-3.83,Baja de mes 6 a mes 12
2025,13,13,13401,113315,Servicio de Salud Metropolitano Sur,San Bernardo,Centro de Salud Familiar Confraternidad,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,303,289,-14,243,249,6,202,210,8,79,74,-5,827,822,-5,827,822,-5,-0.6,Baja de mes 6 a mes 12
2025,13,13,13401,113394,Servicio de Salud Metropolitano Sur,San Bernardo,Centro de Salud Familiar El Manzano,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,273,249,-24,201,195,-6,192,195,3,111,120,9,777,759,-18,777,759,-18,-2.32,Baja de mes 6 a mes 12
2025,13,13,13401,113332,Servicio de Salud Metropolitano Sur,San Bernardo,Centro de Salud Familiar Juan Pablo II ( San Bernardo),Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,419,483,64,304,375,71,277,324,47,107,140,33,1107,1322,215,1107,1322,215,19.42,Aumento esperado
2025,13,13,13401,113328,Servicio de Salud Metropolitano Sur,San Bernardo,Centro de Salud Familiar Padre Joan Alsina,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,456,431,-25,387,375,-12,335,344,9,151,161,10,1329,1311,-18,1329,1311,-18,-1.35,Baja de mes 6 a mes 12
2025,13,13,13401,113330,Servicio de Salud Metropolitano Sur,San Bernardo,Centro de Salud Familiar Raúl Brañes F.,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,438,354,-84,365,322,-43,321,279,-42,127,126,-1,1251,1081,-170,1251,1081,-170,-13.59,Baja de mes 6 a mes 12
2025,13,13,13401,113313,Servicio de Salud Metropolitano Sur,San Bernardo,Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo),Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,393,934,541,388,1001,613,366,1081,715,203,409,206,1350,3425,2075,1350,3425,2075,153.7,Aumento esperado
2025,13,13,13129,200210,Servicio de Salud Metropolitano Sur,San Joaquín,Centro Comunitario de Salud Familiar Coñimo,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,113322,117,115,-2,118,117,-1,118,120,2,48,63,15,401,415,14,401,415,14,3.49,Aumento esperado
2025,13,13,13129,113722,Servicio de Salud Metropolitano Sur,San Joaquín,Centro Comunitario de Salud Familiar Dr. Salvador Allende,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,113322,74,78,4,99,80,-19,92,100,8,56,150,94,321,408,87,321,408,87,27.1,Aumento esperado
2025,13,13,13129,200337,Servicio de Salud Metropolitano Sur,San Joaquín,Centro Comunitario de Salud Familiar Martín Henríquez,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,113305,15,33,18,13,30,17,9,21,12,7,27,20,44,111,67,44,111,67,152.27,Aumento esperado
2025,13,13,13129,113753,Servicio de Salud Metropolitano Sur,San Joaquín,Centro Comunitario de Salud Familiar Reverendo Javier Peró,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,113301,36,45,9,52,47,-5,49,35,-14,17,31,14,154,158,4,154,158,4,2.6,Aumento esperado
2025,13,13,13129,113702,Servicio de Salud Metropolitano Sur,San Joaquín,Centro Comunitario de Salud Familiar Sierra Bella,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,113301,29,72,43,32,66,34,27,48,21,16,41,25,104,227,123,104,227,123,118.27,Aumento esperado
2025,13,13,13129,113701,Servicio de Salud Metropolitano Sur,San Joaquín,Centro Comunitario de Salud Familiar Yalta,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,113301,44,87,43,38,83,45,38,88,50,19,42,23,139,300,161,139,300,161,115.83,Aumento esperado
2025,13,13,13129,113305,Servicio de Salud Metropolitano Sur,San Joaquín,Centro de Salud Familiar Arturo Baeza Goñi,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,50,208,158,58,217,159,47,230,183,5,155,150,160,810,650,160,810,650,406.25,Aumento esperado
2025,13,13,13129,113301,Servicio de Salud Metropolitano Sur,San Joaquín,Centro de Salud Familiar San Joaquín,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,158,641,483,160,663,503,217,743,526,126,470,344,661,2517,1856,661,2517,1856,280.79,Aumento esperado
2025,13,13,13129,113322,Servicio de Salud Metropolitano Sur,San Joaquín,Centro de Salud Familiar Santa Teresa de Los Andes,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,355,386,31,412,385,-27,429,421,-8,225,277,52,1421,1469,48,1421,1469,48,3.38,Aumento esperado
2025,13,13,13130,200361,Servicio de Salud Metropolitano Sur,San Miguel,Centro Comunitario de Salud Familiar Atacama,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,113302,8,8,0,25,25,0,24,24,0,16,16,0,73,73,0,73,73,0,0.0,Sin variacion
2025,13,13,13130,113300,Servicio de Salud Metropolitano Sur,San Miguel,Centro de Salud Familiar Barros Luco,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,594,643,49,645,685,40,709,849,140,477,535,58,2425,2712,287,2425,2712,287,11.84,Aumento esperado
2025,13,13,13130,113302,Servicio de Salud Metropolitano Sur,San Miguel,Centro de Salud Familiar Recreo,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,198,444,246,209,479,270,224,553,329,120,334,214,751,1810,1059,751,1810,1059,141.01,Aumento esperado
2025,13,14,13110,200475,Servicio de Salud Metropolitano Sur Oriente,La Florida,Centro Comunitario de Salud Familiar Las Lomas,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,114303,0,8,8,0,5,5,0,15,15,0,12,12,0,40,40,0,40,40,0.0,Aparece solo en mes 12
2025,13,14,13110,114303,Servicio de Salud Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Bellavista,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,216,346,130,255,407,152,304,449,145,202,343,141,977,1545,568,977,1545,568,58.14,Aumento esperado
2025,13,14,13110,114316,Servicio de Salud Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Dr. Fernando Maffioletti,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,226,303,77,234,334,100,358,511,153,344,294,-50,1162,1442,280,1162,1442,280,24.1,Aumento esperado
2025,13,14,13110,114334,Servicio de Salud Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar José Alvo,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,183,295,112,205,354,149,237,425,188,204,318,114,829,1392,563,829,1392,563,67.91,Aumento esperado
2025,13,14,13110,114331,Servicio de Salud Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar La Florida,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,204,321,117,197,328,131,220,356,136,195,311,116,816,1316,500,816,1316,500,61.27,Aumento esperado
2025,13,14,13110,114302,Servicio de Salud Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Los Castaños,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,232,329,97,214,334,120,208,309,101,143,221,78,797,1193,396,797,1193,396,49.69,Aumento esperado
2025,13,14,13110,114305,Servicio de Salud Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Los Quillayes,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,311,351,40,277,300,23,443,494,51,416,449,33,1447,1594,147,1447,1594,147,10.16,Aumento esperado
2025,13,14,13110,114324,Servicio de Salud Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Santa Amalia,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,242,374,132,291,427,136,264,340,76,188,276,88,985,1417,432,985,1417,432,43.86,Aumento esperado
2025,13,14,13110,114330,Servicio de Salud Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Trinidad,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,219,288,69,217,287,70,143,310,167,186,235,49,765,1120,355,765,1120,355,46.41,Aumento esperado
2025,13,14,13110,114304,Servicio de Salud Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Villa O'Higgins,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,385,482,97,259,499,240,358,463,105,210,263,53,1212,1707,495,1212,1707,495,40.84,Aumento esperado
2025,13,14,13111,114706,Servicio de Salud Metropolitano Sur Oriente,La Granja,Centro Comunitario de Salud Familiar Millalemu,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,114306,45,46,1,34,31,-3,44,39,-5,43,40,-3,166,156,-10,166,156,-10,-6.02,Baja de mes 6 a mes 12
2025,13,14,13111,114796,Servicio de Salud Metropolitano Sur Oriente,La Granja,Centro Comunitario de Salud Familiar San Gregorio,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,114306,15,47,32,9,23,14,21,37,16,16,19,3,61,126,65,61,126,65,106.56,Aumento esperado
2025,13,14,13111,114325,Servicio de Salud Metropolitano Sur Oriente,La Granja,Centro de Salud Familiar Granja Sur,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,832,699,-133,754,773,19,893,932,39,623,615,-8,3102,3019,-83,3102,3019,-83,-2.68,Baja de mes 6 a mes 12
2025,13,14,13111,114306,Servicio de Salud Metropolitano Sur Oriente,La Granja,Centro de Salud Familiar La Granja,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,179,117,-62,150,76,-74,134,81,-53,110,44,-66,573,318,-255,573,318,-255,-44.5,Baja de mes 6 a mes 12
2025,13,14,13111,114315,Servicio de Salud Metropolitano Sur Oriente,La Granja,Centro de Salud Familiar Malaquías Concha,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,89,338,249,54,366,312,37,343,306,13,297,284,193,1344,1151,193,1344,1151,596.37,Aumento esperado
2025,13,14,13112,114319,Servicio de Salud Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar El Roble,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,454,300,-154,387,253,-134,467,319,-148,448,279,-169,1756,1151,-605,1756,1151,-605,-34.45,Baja de mes 6 a mes 12
2025,13,14,13112,114318,Servicio de Salud Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar Flor Fernández,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,148,119,-29,128,77,-51,111,83,-28,68,64,-4,455,343,-112,455,343,-112,-24.62,Baja de mes 6 a mes 12
2025,13,14,13112,114327,Servicio de Salud Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,Centro de Salud Familiar (CESFAM),Delegado,Vigente en Operación Habitual,,142,163,21,128,140,12,143,165,22,107,129,22,520,597,77,520,597,77,14.81,Aumento esperado
2025,13,14,13112,114309,Servicio de Salud Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar Pablo de Rokha,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,381,661,280,334,497,163,221,359,138,111,136,25,1047,1653,606,1047,1653,606,57.88,Aumento esperado
2025,13,14,13112,114308,Servicio de Salud Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar San Rafael,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,209,223,14,153,221,68,130,194,64,69,109,40,561,747,186,561,747,186,33.16,Aumento esperado
2025,13,14,13112,114311,Servicio de Salud Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar Santiago de Nueva Extremadura,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,269,240,-29,228,225,-3,183,230,47,127,158,31,807,853,46,807,853,46,5.7,Aumento esperado
2025,13,14,13112,114317,Servicio de Salud Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar Santo Tomás,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,300,310,10,293,299,6,384,418,34,214,281,67,1191,1308,117,1191,1308,117,9.82,Aumento esperado
2025,13,14,13202,114310,Servicio de Salud Metropolitano Sur Oriente,Pirque,Centro de Salud Familiar Dr. José Manuel Balmaceda,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,114,90,-24,133,122,-11,129,108,-21,76,63,-13,452,383,-69,452,383,-69,-15.27,Baja de mes 6 a mes 12
2025,13,14,13202,114333,Servicio de Salud Metropolitano Sur Oriente,Pirque,Centro de Salud Rural El Principal,Consultorio General Rural (CGR),Municipal,Vigente en Operación Habitual,,144,80,-64,161,80,-81,137,87,-50,58,43,-15,500,290,-210,500,290,-210,-42.0,Baja de mes 6 a mes 12
2025,13,14,13202,114401,Servicio de Salud Metropolitano Sur Oriente,Pirque,Posta de Salud Rural Puntilla,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,12,11,-1,12,12,0,13,12,-1,8,8,0,45,43,-2,45,43,-2,-4.44,Baja de mes 6 a mes 12
2025,13,14,13202,114406,Servicio de Salud Metropolitano Sur Oriente,Pirque,Posta de Salud Rural San Vicente,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,5,8,3,5,5,0,10,8,-2,5,3,-2,25,24,-1,25,24,-1,-4.0,Baja de mes 6 a mes 12
2025,13,14,13202,114403,Servicio de Salud Metropolitano Sur Oriente,Pirque,Posta de Salud Rural Santa Rita,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,3,1,-2,6,8,2,3,4,1,5,6,1,17,19,2,17,19,2,11.76,Aumento esperado
2025,13,14,13201,114320,Servicio de Salud Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Bernardo Leighton,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,368,84,-284,390,65,-325,325,95,-230,99,59,-40,1182,303,-879,1182,303,-879,-74.37,Baja de mes 6 a mes 12
2025,13,14,13201,114321,Servicio de Salud Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Cardenal Silva Henríquez,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,346,346,0,381,381,0,371,371,0,205,205,0,1303,1303,0,1303,1303,0,0.0,Sin variacion
2025,13,14,13201,114301,Servicio de Salud Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Dr. Alejandro del Río,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,852,192,-660,971,195,-776,1181,216,-965,756,142,-614,3760,745,-3015,3760,745,-3015,-80.19,Baja de mes 6 a mes 12
2025,13,14,13201,114326,Servicio de Salud Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Karol Wojtyla,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,322,322,0,328,328,0,255,255,0,167,167,0,1072,1072,0,1072,1072,0,0.0,Sin variacion
2025,13,14,13201,114332,Servicio de Salud Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Laurita Vicuña,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,331,68,-263,429,67,-362,542,92,-450,366,53,-313,1668,280,-1388,1668,280,-1388,-83.21,Baja de mes 6 a mes 12
2025,13,14,13201,114323,Servicio de Salud Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS,Centro de Salud Familiar (CESFAM),Delegado,Vigente en Operación Habitual,,253,273,20,239,226,-13,177,211,34,98,104,6,767,814,47,767,814,47,6.13,Aumento esperado
2025,13,14,13201,114322,Servicio de Salud Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Padre Manuel Villaseca,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,495,102,-393,590,125,-465,708,139,-569,446,88,-358,2239,454,-1785,2239,454,-1785,-79.72,Baja de mes 6 a mes 12
2025,13,14,13201,114329,Servicio de Salud Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS,Centro de Salud Familiar (CESFAM),Delegado,Vigente en Operación Habitual,,281,295,14,313,302,-11,273,264,-9,139,142,3,1006,1003,-3,1006,1003,-3,-0.3,Baja de mes 6 a mes 12
2025,13,14,13201,114312,Servicio de Salud Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar San Gerónimo,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,589,130,-459,572,131,-441,591,115,-476,365,77,-288,2117,453,-1664,2117,453,-1664,-78.6,Baja de mes 6 a mes 12
2025,13,14,13201,114313,Servicio de Salud Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Vista Hermosa,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,193,242,49,163,190,27,134,157,23,92,119,27,582,708,126,582,708,126,21.65,Aumento esperado
2025,13,14,13203,114102,Servicio de Salud Metropolitano Sur Oriente,San José de Maipo,Hospital San José de Maipo,Hospital,Servicio de Salud,Vigente en Operación Habitual,,95,103,8,79,101,22,93,110,17,41,66,25,308,380,72,308,380,72,23.38,Aumento esperado
2025,13,14,13203,114407,Servicio de Salud Metropolitano Sur Oriente,San José de Maipo,Posta de Salud Rural Las Vertientes,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,19,33,14,19,32,13,19,31,12,22,18,-4,79,114,35,79,114,35,44.3,Aumento esperado
2025,13,14,13203,114410,Servicio de Salud Metropolitano Sur Oriente,San José de Maipo,Posta de Salud Rural San Gabriel,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,15,3,-12,10,4,-6,10,3,-7,9,4,-5,44,14,-30,44,14,-30,-68.18,Baja de mes 6 a mes 12
2025,13,14,13131,114714,Servicio de Salud Metropolitano Sur Oriente,San Ramón,Centro Comunitario de Salud Familiar Modelo,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,114314,45,66,21,55,84,29,64,98,34,39,67,28,203,315,112,203,315,112,55.17,Aumento esperado
2025,13,14,13131,114314,Servicio de Salud Metropolitano Sur Oriente,San Ramón,Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón),Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,414,332,-82,475,315,-160,466,355,-111,238,241,3,1593,1243,-350,1593,1243,-350,-21.97,Baja de mes 6 a mes 12
2025,13,14,13131,114307,Servicio de Salud Metropolitano Sur Oriente,San Ramón,Centro de Salud Familiar La Bandera,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,247,121,-126,220,80,-140,150,58,-92,90,30,-60,707,289,-418,707,289,-418,-59.12,Baja de mes 6 a mes 12
2025,13,14,13131,114328,Servicio de Salud Metropolitano Sur Oriente,San Ramón,Centro de Salud Familiar Poetisa Gabriela Mistral,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,411,427,16,334,367,33,232,241,9,153,136,-17,1130,1171,41,1130,1171,41,3.63,Aumento esperado
