IdEstablecimiento,IdEstablecimiento_denominador_original,servicio_salud_denominador,dependencia_denominador,comuna_denominador,establecimiento_denominador,denominador_poblacion_inscrita_validada_mujeres_50_69,codigo_madre_master,IdServicio_master,servicio_salud_master,tipo_establecimiento_master,establecimiento_master,dependencia_master,IdComuna_master,comuna_master,estado_funcionamiento_master
113330,113330,Metropolitano Sur,Municipal ,San Bernardo,Centro De Salud Familiar Raúl Brañes F.,4294,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Raúl Brañes F.,Municipal,13401,San Bernardo,Vigente en Operación Habitual
113331,113331,Metropolitano Sur,Municipal ,Pedro Aguirre Cerda,Centro De Salud Familiar Edgardo Enríquez,3828,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Edgardo Enríquez Fröedden,Municipal,13121,Pedro Aguirre Cerda,Vigente en Operación Habitual
113332,113332,Metropolitano Sur,Municipal ,San Bernardo,Centro De Salud Familiar Juan Pablo Ii,3826,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juan Pablo II ( San Bernardo),Municipal,13401,San Bernardo,Vigente en Operación Habitual
113333,113333,Metropolitano Sur,Municipal ,Buin,Centro De Salud Familiar Alto Jahuel,1260,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Alto Jahuel,Municipal,13402,Buin,Vigente en Operación Habitual
113334,113334,Metropolitano Sur,Municipal ,Calera De Tango,Centro De Salud Familiar Los Bajos De San Agustín,1410,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Los Bajos de San Agustín,Municipal,13403,Calera de Tango,Vigente en Operación Habitual
113390,113390,Metropolitano Sur,Municipal ,Buin,Centro De Salud Familiar Héctor García,4966,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Héctor García,Municipal,13402,Buin,Vigente en Operación Habitual
113394,113394,Metropolitano Sur,Municipal ,San Bernardo,Centro De Salud Familiar El Manzano,2424,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar El Manzano,Municipal,13401,San Bernardo,Vigente en Operación Habitual
113396,113396,Metropolitano Sur,Municipal ,Lo Espejo,Centro De Salud Familiar Pueblo Lo Espejo,2193,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Pueblo Lo Espejo,Municipal,13116,Lo Espejo,Vigente en Operación Habitual
113402,113402,Metropolitano Sur,Municipal ,Buin,Posta De Salud Rural Linderos,815,113333,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Municipal,13402,Buin,Vigente en Operación Habitual
113404,113404,Metropolitano Sur,Municipal ,Buin,Posta De Salud Rural Valdivia De Paine,456,,13,Servicio de Salud Metropolitano Sur,Posta de Salud Rural (PSR),Posta de Salud Rural Valdivia de Paine,Municipal,13402,Buin,Vigente en Operación Habitual
113405,113405,Metropolitano Sur,Municipal ,Buin,Posta De Salud Rural Viluco,628,,13,Servicio de Salud Metropolitano Sur,Posta de Salud Rural (PSR),Posta de Salud Rural Viluco,Municipal,13402,Buin,Vigente en Operación Habitual
113406,113406,Metropolitano Sur,Municipal ,Buin,Posta De Salud Rural El Recurso,179,,13,Servicio de Salud Metropolitano Sur,Posta de Salud Rural (PSR),Posta de Salud Rural El Recurso,Municipal,13402,Buin,Vigente en Operación Habitual
113407,113407,Metropolitano Sur,Municipal ,Buin,Posta De Salud Rural Los Morros,408,,13,Servicio de Salud Metropolitano Sur,Posta de Salud Rural (PSR),Posta de Salud Rural Los Morros,Municipal,13402,Buin,Vigente en Operación Habitual
113408,113408,Metropolitano Sur,Municipal ,Paine,Posta De Salud Rural Pintué,372,,13,Servicio de Salud Metropolitano Sur,Posta de Salud Rural (PSR),Posta de Salud Rural Pintué,Municipal,13404,Paine,Vigente en Operación Habitual
113409,113409,Metropolitano Sur,Municipal ,Paine,Posta De Salud Rural Huelquén,935,,13,Servicio de Salud Metropolitano Sur,Posta de Salud Rural (PSR),Posta de Salud Rural Huelquén,Municipal,13404,Paine,Vigente en Operación Habitual
113410,113410,Metropolitano Sur,Municipal ,Paine,Posta De Salud Rural Rangue,157,,13,Servicio de Salud Metropolitano Sur,Posta de Salud Rural (PSR),Posta de Salud Rural Rangue,Municipal,13404,Paine,Vigente en Operación Habitual
113411,113411,Metropolitano Sur,Municipal ,Paine,Posta De Salud Rural Abrantes,385,,13,Servicio de Salud Metropolitano Sur,Posta de Salud Rural (PSR),Posta de Salud Rural Abrantes,Municipal,13404,Paine,Vigente en Operación Habitual
113412,113412,Metropolitano Sur,Municipal ,Paine,Posta De Salud Rural Chada,247,,13,Servicio de Salud Metropolitano Sur,Posta de Salud Rural (PSR),Posta de Salud Rural Chada,Municipal,13404,Paine,Vigente en Operación Habitual
113413,113413,Metropolitano Sur,Municipal ,Calera De Tango,Posta De Salud Rural Santa Inés,19,,13,Servicio de Salud Metropolitano Sur,Posta de Salud Rural (PSR),Posta de Salud Rural Santa Inés,Municipal,13403,Calera de Tango,Vigente en Operación Habitual
113701,113701,Metropolitano Sur,Municipal ,San Joaquín,Centro Comunitario De Salud Familiar Yalta,905,113301,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Yalta,Municipal,13129,San Joaquín,Vigente en Operación Habitual
113702,113702,Metropolitano Sur,Municipal ,San Joaquín,Centro Comunitario De Salud Familia Sierra Bella,390,113301,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Sierra Bella,Municipal,13129,San Joaquín,Vigente en Operación Habitual
113703,113703,Metropolitano Sur,Municipal ,Pedro Aguirre Cerda,Centro Comunitario De Salud Familiar Cooperación,731,111303,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Municipal,13121,Pedro Aguirre Cerda,Vigente en Operación Habitual
113713,113713,Metropolitano Sur,Municipal ,San Bernardo,Centro Comunitario De Salud Familiar Cerrillos De Nos,461,113328,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Ribera del Maipo,Municipal,13401,San Bernardo,Vigente en Operación Habitual
113716,113716,Metropolitano Sur,Municipal ,San Bernardo,Centro Comunitario De Salud Familiar Rapa Nui,819,113316,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Rapa Nui,Municipal,13401,San Bernardo,Vigente en Operación Habitual
113717,113717,Metropolitano Sur,Municipal ,El Bosque,Centro Comunitario De Salud Familiar Santa Laura,558,113317,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Santa Laura,Municipal,13105,El Bosque,Vigente en Operación Habitual
113722,113722,Metropolitano Sur,Municipal ,San Joaquín,Centro Comunitario De Salud Familiar Juan Aravena,808,113322,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Dr. Salvador Allende,Municipal,13129,San Joaquín,Vigente en Operación Habitual
113728,113728,Metropolitano Sur,Municipal ,San Bernardo,Centro Comunitario De Salud Familiar Lo Herrera,710,113313,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Lo Herrera,Municipal,13401,San Bernardo,Vigente en Operación Habitual
113753,113753,Metropolitano Sur,Municipal ,San Joaquín,Centro Comunitario De Salud Familiar Reverendo Javier Peró,431,113301,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Reverendo Javier Peró,Municipal,13129,San Joaquín,Vigente en Operación Habitual
113790,113790,Metropolitano Sur,Municipal ,Buin,Centro Comunitario De Salud Familiar Dr. Héctor García,765,113390,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Dr. Héctor García,Municipal,13402,Buin,Vigente en Operación Habitual
114102,114102,Metropolitano Sur Oriente,Servicio de Salud,San José De Maipo,Hospital San José De Maipo,967,,14,Servicio de Salud Metropolitano Sur Oriente,Hospital,Hospital San José de Maipo,Servicio de Salud,13203,San José de Maipo,Vigente en Operación Habitual
114150,114150,Metropolitano Sur Oriente,Servicio de Salud,La Florida,Centro De Referencia De Salud San Rafael,1,,14,Servicio de Salud Metropolitano Sur Oriente,Hospital de Campaña,Centro de Referencia de Salud San Rafael,Servicio de Salud,13110,La Florida,Cerrado
114301,114301,Metropolitano Sur Oriente,Municipal ,Puente Alto,Consultorio Dr. Alejandro Del Río,13146,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Alejandro del Río,Municipal,13201,Puente Alto,Vigente en Operación Habitual
114302,114302,Metropolitano Sur Oriente,Municipal ,La Florida,Centro De Salud Familiar Los Castaños,3766,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Los Castaños,Municipal,13110,La Florida,Vigente en Operación Habitual
114303,114303,Metropolitano Sur Oriente,Municipal ,La Florida,Centro De Salud Familiar Bellavista,7260,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Bellavista,Municipal,13110,La Florida,Vigente en Operación Habitual
114304,114304,Metropolitano Sur Oriente,Municipal ,La Florida,Centro De Salud Familiar Villa O'Higgins,4310,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Villa O'Higgins,Municipal,13110,La Florida,Vigente en Operación Habitual
114305,114305,Metropolitano Sur Oriente,Municipal ,La Florida,Centro De Salud Familiar Los Quillayes,5572,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Los Quillayes,Municipal,13110,La Florida,Vigente en Operación Habitual
114306,114306,Metropolitano Sur Oriente,Municipal ,La Granja,Centro De Salud Familiar La Granja,6504,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Granja,Municipal,13111,La Granja,Vigente en Operación Habitual
114307,114307,Metropolitano Sur Oriente,Municipal ,San Ramón,Centro De Salud Familiar La Bandera,2826,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Bandera,Municipal,13131,San Ramón,Vigente en Operación Habitual
114308,114308,Metropolitano Sur Oriente,Municipal ,La Pintana,Centro De Salud Familiar San Rafael (La Pintana),3185,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Rafael,Municipal,13112,La Pintana,Vigente en Operación Habitual
114309,114309,Metropolitano Sur Oriente,Municipal ,La Pintana,Centro De Salud Familiar Pablo De Rokha,3358,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Pablo de Rokha,Municipal,13112,La Pintana,Vigente en Operación Habitual
114310,114310,Metropolitano Sur Oriente,Municipal ,Pirque,Centro De Salud Familiar Dr. José Manuel Balmaceda,1550,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. José Manuel Balmaceda,Municipal,13202,Pirque,Vigente en Operación Habitual
114311,114311,Metropolitano Sur Oriente,Municipal ,La Pintana,Centro De Salud Familiar Santiago De Nueva Extremadura,2461,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santiago de Nueva Extremadura,Municipal,13112,La Pintana,Vigente en Operación Habitual
114312,114312,Metropolitano Sur Oriente,Municipal ,Puente Alto,Centro De Salud Familiar San Gerónimo,6425,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Gerónimo,Municipal,13201,Puente Alto,Vigente en Operación Habitual
114313,114313,Metropolitano Sur Oriente,Municipal ,Puente Alto,Centro De Salud Familiar Vista Hermosa,2022,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Vista Hermosa,Municipal,13201,Puente Alto,Vigente en Operación Habitual
114314,114314,Metropolitano Sur Oriente,Municipal ,San Ramón,Consultorio San Ramón,3343,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón),Municipal,13131,San Ramón,Vigente en Operación Habitual
114315,114315,Metropolitano Sur Oriente,Municipal ,La Granja,Centro De Salud Familiar Malaquías Concha,2259,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Malaquías Concha,Municipal,13111,La Granja,Vigente en Operación Habitual
114316,114316,Metropolitano Sur Oriente,Municipal ,La Florida,Centro De Salud Familiar Dr. Fernando Maffioletti,6065,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Fernando Maffioletti,Municipal,13110,La Florida,Vigente en Operación Habitual
114317,114317,Metropolitano Sur Oriente,Municipal ,La Pintana,Centro De Salud Familiar Santo Tomás,2787,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santo Tomás,Municipal,13112,La Pintana,Vigente en Operación Habitual
114318,114318,Metropolitano Sur Oriente,Municipal ,La Pintana,Centro De Salud Familiar Flor Fernández,1246,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Flor Fernández,Municipal,13112,La Pintana,Vigente en Operación Habitual
114319,114319,Metropolitano Sur Oriente,Municipal ,La Pintana,Centro De Salud Familiar El Roble,3893,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar El Roble,Municipal,13112,La Pintana,Vigente en Operación Habitual
114320,114320,Metropolitano Sur Oriente,Municipal ,Puente Alto,Centro De Salud Familiar Bernardo Leighton,6426,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Bernardo Leighton,Municipal,13201,Puente Alto,Vigente en Operación Habitual
114321,114321,Metropolitano Sur Oriente,Municipal ,Puente Alto,Centro De Salud Familiar Cardenal Silva Henríquez De Puente Alto,4704,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Cardenal Silva Henríquez,Municipal,13201,Puente Alto,Vigente en Operación Habitual
114322,114322,Metropolitano Sur Oriente,Municipal ,Puente Alto,Centro De Salud Familiar Padre Manuel Villaseca,12316,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Manuel Villaseca,Municipal,13201,Puente Alto,Vigente en Operación Habitual
114323,114323,Metropolitano Sur Oriente,Otra Institución,Puente Alto,Centro De Salud Familiar Madre Teresa De Calcuta (Organizaciones Sin Fines De Lucro Y Ong),2881,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS,Delegado,13201,Puente Alto,Vigente en Operación Habitual
114324,114324,Metropolitano Sur Oriente,Municipal ,La Florida,Centro De Salud Familiar Santa Amalia,6521,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Amalia,Municipal,13110,La Florida,Vigente en Operación Habitual
114325,114325,Metropolitano Sur Oriente,Municipal ,La Granja,Centro De Salud Familiar Granja Sur,5282,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Granja Sur,Municipal,13111,La Granja,Vigente en Operación Habitual
114326,114326,Metropolitano Sur Oriente,Municipal ,Puente Alto,Centro De Salud Familiar Karol Wojtyla,3560,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Karol Wojtyla,Municipal,13201,Puente Alto,Vigente en Operación Habitual
114327,114327,Metropolitano Sur Oriente,Otra Institución,La Pintana,Centro De Salud Familiar Juan Pablo Ii,1621,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,Delegado,13112,La Pintana,Vigente en Operación Habitual
114328,114328,Metropolitano Sur Oriente,Municipal ,San Ramón,Centro De Salud Familiar Poetisa Gabriela Mistral,3355,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Poetisa Gabriela Mistral,Municipal,13131,San Ramón,Vigente en Operación Habitual
114329,114329,Metropolitano Sur Oriente,Otra Institución,Puente Alto,Centro De Salud Familiar San Alberto Hurtado,3279,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS,Delegado,13201,Puente Alto,Vigente en Operación Habitual
114330,114330,Metropolitano Sur Oriente,Municipal ,La Florida,Centro De Salud Familiar Trinidad,3273,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Trinidad,Municipal,13110,La Florida,Vigente en Operación Habitual
114331,114331,Metropolitano Sur Oriente,Municipal ,La Florida,Centro De Salud Familiar La Florida,6256,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Florida,Municipal,13110,La Florida,Vigente en Operación Habitual
114332,114332,Metropolitano Sur Oriente,Municipal ,Puente Alto,Centro De Salud Familiar Laurita Vicuña,5078,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Laurita Vicuña,Municipal,13201,Puente Alto,Vigente en Operación Habitual
114333,114333,Metropolitano Sur Oriente,Municipal ,Pirque,Centro De Salud Rural El Principal,1417,,14,Servicio de Salud Metropolitano Sur Oriente,Consultorio General Rural (CGR),Centro de Salud Rural El Principal,Municipal,13202,Pirque,Vigente en Operación Habitual
114334,114334,Metropolitano Sur Oriente,Municipal ,La Florida,Centro De Salud Familiar José Alvo,4414,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar José Alvo,Municipal,13110,La Florida,Vigente en Operación Habitual
114401,114401,Metropolitano Sur Oriente,Municipal ,Pirque,Posta De Salud Rural Puntilla,201,,14,Servicio de Salud Metropolitano Sur Oriente,Posta de Salud Rural (PSR),Posta de Salud Rural Puntilla,Municipal,13202,Pirque,Vigente en Operación Habitual
114403,114403,Metropolitano Sur Oriente,Municipal ,Pirque,Posta De Salud Rural Santa Rita,37,,14,Servicio de Salud Metropolitano Sur Oriente,Posta de Salud Rural (PSR),Posta de Salud Rural Santa Rita,Municipal,13202,Pirque,Vigente en Operación Habitual
114406,114406,Metropolitano Sur Oriente,Municipal ,Pirque,Posta De Salud Rural San Vicente,90,,14,Servicio de Salud Metropolitano Sur Oriente,Posta de Salud Rural (PSR),Posta de Salud Rural San Vicente,Municipal,13202,Pirque,Vigente en Operación Habitual
114407,114407,Metropolitano Sur Oriente,Municipal ,San José De Maipo,Posta De Salud Rural Las Vertientes,339,,14,Servicio de Salud Metropolitano Sur Oriente,Posta de Salud Rural (PSR),Posta de Salud Rural Las Vertientes,Municipal,13203,San José de Maipo,Vigente en Operación Habitual
114408,114408,Metropolitano Sur Oriente,Municipal ,San José De Maipo,Posta De Salud Rural El Volcán,1,,14,Servicio de Salud Metropolitano Sur Oriente,Posta de Salud Rural (PSR),Posta de Salud Rural El Volcán,Municipal,13203,San José de Maipo,Vigente en Operación Habitual
114409,114409,Metropolitano Sur Oriente,Municipal ,La Florida,Posta De Salud Rural Las Perdices,3,,14,Servicio de Salud Metropolitano Sur Oriente,Posta de Salud Rural (PSR),Posta de Salud Rural Las Perdices,Municipal,13110,La Florida,Vigente en Operación Habitual
114410,114410,Metropolitano Sur Oriente,Municipal ,San José De Maipo,Posta De Salud Rural San Gabriel,45,,14,Servicio de Salud Metropolitano Sur Oriente,Posta de Salud Rural (PSR),Posta de Salud Rural San Gabriel,Municipal,13203,San José de Maipo,Vigente en Operación Habitual
114706,114706,Metropolitano Sur Oriente,Municipal ,La Granja,Centro Comunitario De Salud Familiar Millalemu,14,114306,14,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Millalemu,Municipal,13111,La Granja,Vigente en Operación Habitual
114714,114714,Metropolitano Sur Oriente,Municipal ,San Ramón,Centro Comunitario De Salud Familiar Modelo,704,114314,14,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Modelo,Municipal,13131,San Ramón,Vigente en Operación Habitual
114796,114796,Metropolitano Sur Oriente,Municipal ,La Granja,Centro Comunitario De Salud Familiar San Gregorio,17,114306,14,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar San Gregorio,Municipal,13111,La Granja,Vigente en Operación Habitual
200037,200037,Metropolitano Oriente,Municipal ,Providencia,Centro Comunitario De Salud Familiar Elena Caffarena,7,112301,12,Servicio de Salud Metropolitano Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Elena Caffarena,Municipal,13123,Providencia,Vigente en Operación Habitual
200080,200080,Metropolitano Oriente,Municipal ,La Reina,Centro Odontológico La Reina,9,,12,Servicio de Salud Metropolitano Oriente,Clínica Dental,Centro Odontológico La Reina,Municipal,13113,La Reina,Vigente en Operación Habitual
200188,200188,Metropolitano Oriente,Municipal ,Providencia,Centro De Especialidades Odontológicas Leng,2,,12,Servicio de Salud Metropolitano Oriente,Clínica Dental,Centro de Especialidades Odontológicas Leng,Municipal,13123,Providencia,Vigente en Operación Habitual
200210,200210,Metropolitano Sur,Municipal ,San Joaquín,Centro Comunitario De Salud Familiar Coñimo,973,113322,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Coñimo,Municipal,13129,San Joaquín,Vigente en Operación Habitual
200236,200236,Metropolitano Oriente,Municipal ,Ñuñoa,Centro Comunitario De Salud Familiar Villa Olímpica,9,112010,12,Servicio de Salud Metropolitano Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Villa Olímpica,Municipal,13120,Ñuñoa,Vigente en Operación Habitual
200265,200265,Metropolitano Oriente,Municipal ,Providencia,Centro Comunitario De Salud Familiar Andacollo,14,112303,12,Servicio de Salud Metropolitano Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Andacollo,Municipal,13123,Providencia,Vigente en Operación Habitual
200304,200304,Metropolitano Norte,Municipal ,Quilicura,Centro Comunitario De Salud Familiar Beato Padre Hurtado,322,109313,9,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Beato Padre Hurtado,Municipal,13125,Quilicura,Vigente en Operación Habitual
200337,200337,Metropolitano Sur,Municipal ,San Joaquín,Centro Comunitario De Salud Familia Martin Henríquez,732,113305,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Martín Henríquez,Municipal,13129,San Joaquín,Vigente en Operación Habitual
200342,200342,Metropolitano Occidente,Municipal ,Quinta Normal,Centro Comunitario De Salud  Familiar Salud Plaza México,3,110325,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Plaza México,Municipal,13126,Quinta Normal,Vigente en Operación Habitual
200346,200346,Metropolitano Central,Servicio de Salud,Cerrillos,CECOSF Buzeta,129,111307,11,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Buzeta,Servicio de Salud,13102,Cerrillos,Vigente en Operación Habitual
200347,200347,Metropolitano Norte,Municipal ,Conchalí,Centro Comunitario De Salud Familiar Alberto Bachelet,270,109308,9,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Alberto Bachelet,Municipal,13104,Conchalí,Vigente en Operación Habitual
200360,200360,Metropolitano Sur,Municipal ,La Cisterna,Centro Comunitario De Salud Familiar Eduardo Frei Montalva,395,113326,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Eduardo Frei Montalva,Municipal,13109,La Cisterna,Vigente en Operación Habitual
200361,200361,Metropolitano Sur,Municipal ,San Miguel,Centro Comunitario De Salud Familiar Atacama,1226,113302,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Atacama,Municipal,13130,San Miguel,Vigente en Operación Habitual
200365,200365,Metropolitano Occidente,Municipal ,Talagante,Centro Comunitario De Salud Familiar Villa Los Presidentes,39,110390,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Villa Los Presidentes,Municipal,13601,Talagante,Vigente en Operación Habitual
200377,200377,Metropolitano Sur,Municipal ,San Bernardo,Centro Comunitario De Salud Familiar Dr. Raúl Brañes,470,113330,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Las Hortensias,Municipal,13401,San Bernardo,Vigente en Operación Habitual
200385,200385,Metropolitano Occidente,Municipal ,Isla De Maipo,Centro Comunitario De Salud Familiar San Vicente De Naltagua,131,110375,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar San Vicente de Naltagua,Municipal,13603,Isla de Maipo,Vigente en Operación Habitual
200454,200454,Metropolitano Occidente,Municipal ,El Monte,Centro Comunitario De Salud Familiar Lo Chacón ,179,110370,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Lo Chacón,Municipal,13602,El Monte,Vigente en Operación Habitual
200554,200554,Metropolitano Norte,Municipal ,Independencia,Cecof Las Enredaderas,117,109300,9,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Las Enredaderas,Municipal,13108,Independencia,Vigente en Operación Habitual
200609,200609,Metropolitano Norte,Municipal ,Conchalí,Centro Comunitario De Salud Familiar Dr. Lucas Sierra,106,109302,9,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Municipal,13104,Conchalí,Vigente en Operación Habitual
200643,200643,Metropolitano Central,Municipal ,Maipú,Centro Comunitario De Salud Familiar Los Bosquinos,28,111380,11,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Los Bosquinos,Municipal,13119,Maipú,Vigente en Operación Habitual
